car_make,car_model,year,engine_size,horsepower,acceleration_time,price,mileage
Porsche,718,2018,3.0,392.0,4.42,45998,52000.0
BMW,M4,2018,3.0,479.0,3.99,41998,48000.0
BMW,Z4,2020,3.0,465.0,3.9,43998,29000.0
Acura,TLX,2019,4.0,573.0,2.75,20998,65000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,60998,10000.0
Lexus,RC,2019,5.0,471.0,4.4,29998,45000.0
Acura,TLX,2020,4.0,573.0,2.75,24998,39000.0
Ford,Mustang,2019,2.0,310.0,5.3,39998,31000.0
Dodge,Charger,2021,6.0,797.0,3.3,38998,35000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,27998,41000.0
Porsche,Panamera,2018,3.0,325.0,5.29,59998,38000.0
Ford,Mustang,2018,2.0,310.0,5.3,46998,55000.0
Toyota,Supra,2020,3.0,382.0,3.9,45998,53000.0
Dodge,Challenger,2019,5.0,395.0,5.1,25998,32000.0
BMW,M4,2015,3.0,479.0,3.99,40998,34000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,65998,43000.0
Acura,TLX,2015,4.0,573.0,2.75,18998,99000.0
Nissan,Z,2023,4.0,349.0,4.89,38998,8000.0
BMW,M4,2019,3.0,479.0,3.99,52998,29000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,74998,4000.0
Dodge,Charger,2018,6.0,797.0,3.3,22998,81000.0
Jaguar,F-Type,2018,3.0,394.0,4.73,35998,9000.0
Mazda,MX-5,2019,2.0,181.0,6.5,27998,5000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,74998,13000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,46998,17000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,51998,9000.0
Jaguar,XE,2020,3.0,417.0,4.57,21998,51000.0
Ford,Mustang,2018,2.0,310.0,5.3,59998,14000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,34000.0
Jaguar,F-Type,2016,3.0,394.0,4.73,41998,35000.0
Mazda,MX-5,2023,2.0,181.0,6.5,31998,4000.0
Dodge,Challenger,2015,5.0,395.0,5.1,18998,106000.0
Lexus,LC,2018,5.0,471.0,4.4,57998,65000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,25998,63000.0
BMW,M2,2020,3.0,405.0,4.06,51998,9000.0
Lexus,LC,2018,5.0,471.0,4.4,56998,47000.0
Porsche,718,2018,3.0,392.0,4.42,60998,29000.0
Acura,TLX,2015,4.0,573.0,2.75,17998,63000.0
Acura,TLX,2020,4.0,573.0,2.75,29998,39000.0
BMW,M550,2018,3.0,465.0,3.9,30998,59000.0
Acura,TLX,2015,4.0,573.0,2.75,18998,78000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,33998,57000.0
Mazda,MX-5,2022,2.0,181.0,6.5,28998,22000.0
Dodge,Dart,2014,5.0,541.0,4.43,14998,48000.0
Jaguar,XF,2017,3.0,417.0,4.57,20998,51000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,67998,6000.0
Ford,Mustang,2024,2.0,310.0,5.3,34998,13000.0
Ford,Mustang,2014,2.0,310.0,5.3,23998,94000.0
Mazda,MX-5,2021,2.0,181.0,6.5,29998,5000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,66998,7000.0
Mercedes-Benz,E43,2018,5.0,560.0,3.66,46998,14000.0
Acura,TLX,2020,4.0,573.0,2.75,25998,31000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,44998,29000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,70998,10000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,59998,19000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,70998,9000.0
Mazda,MX-5,2021,2.0,181.0,6.5,22998,49000.0
BMW,Z4,2022,3.0,465.0,3.9,52998,2000.0
Porsche,718,2017,3.0,392.0,4.42,47998,23000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,63998,4000.0
Mercedes-Benz,SLC300,2018,5.0,560.0,3.66,32998,16000.0
Audi,S5,2016,3.0,349.0,4.4,32998,27000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,33998,78000.0
BMW,Z4,2019,3.0,465.0,3.9,33998,48000.0
Ford,Mustang,2019,2.0,310.0,5.3,29998,71000.0
Jaguar,F-Type,2018,3.0,394.0,4.73,44998,41000.0
Chevrolet,Camaro,2023,6.0,455.0,4.0,38998,1000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,32998,73000.0
Dodge,Challenger,2020,5.0,395.0,5.1,42998,39000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,72998,32000.0
Dodge,Charger,2023,6.0,797.0,3.3,28998,3000.0
Ford,Mustang,2024,2.0,310.0,5.3,46998,4000.0
Ford,Mustang,2019,2.0,310.0,5.3,32998,31000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,84998,2000.0
Audi,A5,2018,3.0,485.0,3.64,23998,48000.0
Toyota,Supra,2020,3.0,382.0,3.9,53998,3000.0
BMW,M2,2016,3.0,405.0,4.06,32998,60000.0
Porsche,Cayman,2015,2.0,309.0,4.84,42998,37000.0
Mazda,MX-5,2020,2.0,181.0,6.5,23998,30000.0
Lexus,LC,2019,5.0,471.0,4.4,70998,13000.0
Mazda,MX-5,2020,2.0,181.0,6.5,28998,6000.0
Porsche,718,2019,3.0,392.0,4.42,45998,58000.0
Ford,Mustang,2020,2.0,310.0,5.3,80998,10000.0
Ford,Mustang,2019,2.0,310.0,5.3,41998,9000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,41998,21000.0
Dodge,Challenger,2019,5.0,395.0,5.1,22998,78000.0
Dodge,Challenger,2017,5.0,395.0,5.1,30998,45000.0
Dodge,Charger,2023,6.0,797.0,3.3,22998,53000.0
Mazda,MX-5,2014,2.0,181.0,6.5,18998,59000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,49000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,29998,67000.0
Nissan,370Z,2016,4.0,334.0,5.06,20998,96000.0
Jaguar,XE,2017,3.0,417.0,4.57,15998,66000.0
Ford,Mustang,2020,2.0,310.0,5.3,80998,11000.0
Dodge,Charger,2023,6.0,797.0,3.3,22998,40000.0
Mazda,MX-5,2017,2.0,181.0,6.5,22998,33000.0
Dodge,Challenger,2022,5.0,395.0,5.1,33998,8000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,19998,48000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,63998,28000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,23998,50000.0
Ford,Mustang,2017,2.0,310.0,5.3,20998,48000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,42998,22000.0
Dodge,Challenger,2019,5.0,395.0,5.1,25998,78000.0
Dodge,Challenger,2020,5.0,395.0,5.1,24998,66000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,62998,32000.0
Ford,Mustang,2024,2.0,310.0,5.3,34998,12000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,40998,47000.0
Mazda,MX-5,2022,2.0,181.0,6.5,26998,6000.0
Mazda,MX-5,2020,2.0,181.0,6.5,25998,31000.0
BMW,M550,2018,3.0,465.0,3.9,38998,35000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,69998,3000.0
Dodge,Charger,2021,6.0,797.0,3.3,41998,38000.0
Porsche,Boxster,2015,2.0,300.0,4.83,36998,49000.0
Ford,Mustang,2017,2.0,310.0,5.3,49998,23000.0
Audi,S3,2016,3.0,485.0,3.64,24998,55000.0
Acura,TLX,2017,4.0,573.0,2.75,15998,121000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,70998,4000.0
Ford,Mustang,2024,2.0,310.0,5.3,46998,8000.0
Nissan,370Z,2019,4.0,334.0,5.06,41998,6000.0
BMW,230,2020,3.0,465.0,3.9,22998,63000.0
Dodge,Challenger,2016,5.0,395.0,5.1,22998,51000.0
Dodge,Challenger,2020,5.0,395.0,5.1,25998,45000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,37998,57000.0
BMW,M2,2017,3.0,405.0,4.06,33998,69000.0
BMW,M5,2020,4.0,600.0,3.2,68998,19000.0
Ford,Mustang,2016,2.0,310.0,5.3,38998,97000.0
Porsche,911,2014,3.0,379.0,4.0,69998,46000.0
Audi,S6,2014,3.0,485.0,3.64,23998,53000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,39998,6000.0
Lexus,RC,2015,5.0,471.0,4.4,40998,64000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,59998,12000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,42998,54000.0
Chevrolet,Corvette,2019,6.0,490.0,2.8,46998,29000.0
Dodge,Challenger,2019,5.0,395.0,5.1,21998,50000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,58998,28000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,60998,37000.0
Ford,Mustang,2016,2.0,310.0,5.3,18998,70000.0
Mazda,MX-5,2024,2.0,181.0,6.5,28998,8000.0
Jaguar,XE,2017,3.0,417.0,4.57,20998,67000.0
Mercedes-Benz,SLK250,2014,5.0,560.0,3.66,21998,34000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,29998,70000.0
Mercedes-Benz,SLK250,2014,5.0,560.0,3.66,24998,11000.0
BMW,M3,2017,3.0,465.0,3.9,48998,36000.0
Toyota,Supra,2023,3.0,382.0,3.9,57998,10000.0
Ford,Mustang,2024,2.0,310.0,5.3,60998,4000.0
Audi,TT,2017,3.0,485.0,3.64,28998,49000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,23998,46000.0
Mercedes-Benz,AMG,2018,5.0,560.0,3.66,79998,27000.0
Audi,RS5,2019,3.0,444.0,3.67,48998,47000.0
Lexus,RC,2019,5.0,471.0,4.4,38998,39000.0
Ford,Mustang,2015,2.0,310.0,5.3,19998,54000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,44998,10000.0
BMW,M3,2018,3.0,465.0,3.9,46998,55000.0
Dodge,Challenger,2018,5.0,395.0,5.1,21998,48000.0
Dodge,Challenger,2022,5.0,395.0,5.1,21998,44000.0
BMW,230,2017,3.0,465.0,3.9,21998,45000.0
Ford,Mustang,2024,2.0,310.0,5.3,34998,17000.0
Lexus,LC,2018,5.0,471.0,4.4,63998,19000.0
Ford,Mustang,2024,2.0,310.0,5.3,34998,13000.0
Ford,Mustang,2013,2.0,310.0,5.3,15998,90000.0
Porsche,911,2014,3.0,379.0,4.0,73998,26000.0
Audi,S5,2022,3.0,349.0,4.4,51998,17000.0
Ford,Mustang,2020,2.0,310.0,5.3,19998,51000.0
Mazda,MX-5,2020,2.0,181.0,6.5,26998,3000.0
Ford,Mustang,2021,2.0,310.0,5.3,20998,53000.0
Dodge,Charger,2021,6.0,797.0,3.3,42998,25000.0
Lexus,RC,2015,5.0,471.0,4.4,41998,42000.0
Ford,Mustang,2021,2.0,310.0,5.3,19998,51000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,60998,53000.0
Jaguar,XF,2016,3.0,417.0,4.57,25998,25000.0
Lexus,RC,2019,5.0,471.0,4.4,33998,42000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,48000.0
Mercedes-Benz,E43,2018,5.0,560.0,3.66,47998,14000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,37000.0
Ford,Mustang,2013,2.0,310.0,5.3,12599,116000.0
Ford,Mustang,2024,2.0,310.0,5.3,38998,22000.0
Dodge,Challenger,2019,5.0,395.0,5.1,20998,61000.0
BMW,M3,2018,3.0,465.0,3.9,50998,60000.0
Ford,Mustang,2014,2.0,310.0,5.3,22998,66000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,77998,4000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,33998,58000.0
Jaguar,XE,2018,3.0,417.0,4.57,23998,67000.0
Dodge,Challenger,2019,5.0,395.0,5.1,22998,99000.0
Nissan,370Z,2014,4.0,334.0,5.06,25998,36000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,71998,9000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,66998,13000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,29998,65000.0
Chevrolet,Camaro,2013,6.0,455.0,4.0,31998,78000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,17998,51000.0
Acura,TLX,2018,4.0,573.0,2.75,16998,112000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,23998,57000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,19998,12000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,44000.0
Dodge,Challenger,2020,5.0,395.0,5.1,21998,72000.0
Mercedes-Benz,SLC300,2020,5.0,560.0,3.66,35998,16000.0
Toyota,86,2020,3.0,382.0,3.9,22998,56000.0
Ford,Mustang,2015,2.0,310.0,5.3,25998,61000.0
Porsche,Cayman,2014,2.0,309.0,4.84,35998,54000.0
Mercedes-Benz,SLC300,2019,5.0,560.0,3.66,26998,53000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,67998,14000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,8000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,64998,15000.0
Nissan,370Z,2016,4.0,334.0,5.06,28998,87000.0
Dodge,Challenger,2018,5.0,395.0,5.1,21998,47000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,54000.0
Toyota,Supra,2022,3.0,382.0,3.9,53998,12000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,21998,69000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,45998,31000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,29998,80000.0
Dodge,Charger,2021,6.0,797.0,3.3,36998,69000.0
Mercedes-Benz,SL550,2014,5.0,560.0,3.66,34998,39000.0
Mazda,MX-5,2023,2.0,181.0,6.5,28998,13000.0
Ford,Mustang,2018,2.0,310.0,5.3,54998,20000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,49000.0
Mazda,MX-5,2022,2.0,181.0,6.5,28998,14000.0
Ford,Mustang,2020,2.0,310.0,5.3,20998,47000.0
Toyota,Supra,2022,3.0,382.0,3.9,50998,14000.0
Mazda,MX-5,2022,2.0,181.0,6.5,26998,19000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,64998,35000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,58998,19000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,66998,26000.0
Chevrolet,SS,2017,6.0,490.0,3.38,44998,31000.0
Ford,Mustang,2020,2.0,310.0,5.3,17998,100000.0
Porsche,911,2014,3.0,379.0,4.0,62998,29000.0
Jaguar,XE,2019,3.0,417.0,4.57,19998,53000.0
Audi,A5,2017,3.0,485.0,3.64,20998,61000.0
Jaguar,XE,2018,3.0,417.0,4.57,17998,52000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,66998,2000.0
Ford,Mustang,2021,2.0,310.0,5.3,21998,51000.0
Lexus,RC,2015,5.0,471.0,4.4,24998,79000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,32998,43000.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,37998,28000.0
Porsche,718,2018,3.0,392.0,4.42,56998,25000.0
Audi,A5,2018,3.0,485.0,3.64,24998,41000.0
Mazda,MX-5,2016,2.0,181.0,6.5,20998,22000.0
Toyota,Supra,2021,3.0,382.0,3.9,48998,35000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,48998,21000.0
Porsche,911,2017,3.0,379.0,4.0,74998,56000.0
Mercedes-Benz,SLK300,2016,5.0,560.0,3.66,19998,59000.0
Porsche,Panamera,2018,3.0,325.0,5.29,49998,33000.0
Lexus,RC,2015,5.0,471.0,4.4,22998,110000.0
Ford,Mustang,2015,2.0,310.0,5.3,21998,96000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,24998,65000.0
BMW,M2,2020,3.0,405.0,4.06,46998,49000.0
Acura,TLX,2019,4.0,573.0,2.75,26998,56000.0
Mazda,MX-5,2018,2.0,181.0,6.5,23998,13000.0
Ford,Mustang,2023,2.0,310.0,5.3,42998,11000.0
Ford,Mustang,2024,2.0,310.0,5.3,33998,6000.0
Dodge,Challenger,2020,5.0,395.0,5.1,25998,30000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,41998,25000.0
Acura,TLX,2019,4.0,573.0,2.75,21998,53000.0
BMW,M4,2015,3.0,479.0,3.99,35998,59000.0
Ford,Mustang,2020,2.0,310.0,5.3,21998,50000.0
Mazda,MX-5,2023,2.0,181.0,6.5,29998,5000.0
Dodge,Challenger,2022,5.0,395.0,5.1,21998,48000.0
Ford,Mustang,2017,2.0,310.0,5.3,19998,52000.0
BMW,M760,2018,3.0,465.0,3.9,55998,31000.0
Acura,TLX,2015,4.0,573.0,2.75,14998,121000.0
Porsche,Panamera,2016,3.0,325.0,5.29,35998,41000.0
Acura,TLX,2020,4.0,573.0,2.75,26998,9000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,62998,27000.0
